OBJECTID,Borough,Latitude,Longitude,Public Area
1319,STATEN ISLAND,40.61558397,-74.07357508,SUMMER ONLY FEEDING SITE
1320,STATEN ISLAND,40.59869409,-74.12262247,CAMP - ALL AGE
1321,STATEN ISLAND,40.63883052,-74.07952874,DOE UNIVERSAL PRE-K
1322,STATEN ISLAND,40.5948197,-74.12647682,RECREATION-OPWDD
1323,STATEN ISLAND,40.63785769,-74.09787913,SUMMER YOUTH EMPLOYMENT PROGRAM (SYEP) (AGES 14-15)
1324,STATEN ISLAND,40.57332438,-74.11676514,LICENSED PRIVATE SCHOOLS
1325,STATEN ISLAND,40.60828806,-74.10203655,DOE UNIVERSAL PRE-K
1326,STATEN ISLAND,40.633828,-74.075491,TEXTILES
1327,STATEN ISLAND,40.54611425,-74.22811341,TOW TRUCK COMPANY
1328,STATEN ISLAND,40.57478578,-74.09928512,ELEMENTARY SCHOOL - PUBLIC
1329,STATEN ISLAND,40.629381,-74.075929,TRANSPORTATION FACILITY
1330,STATEN ISLAND,40.62705162,-74.1673704,DIAGNOSTIC AND TREATMENT CENTER EXTENSION CLINIC
1331,STATEN ISLAND,40.63632968,-74.12812676,TOW TRUCK COMPANY
1332,STATEN ISLAND,40.642618,-74.078041,TEXTILES
1333,STATEN ISLAND,40.62521205,-74.11526413,ZOO
1334,STATEN ISLAND,40.61090985,-74.12108238,ELEMENTARY SCHOOL - NON-PUBLIC
1335,STATEN ISLAND,40.64135124,-74.0736442,STATE HISTORIC PLACE
1336,STATEN ISLAND,40.629899,-74.181938,RAIL LINE
1337,STATEN ISLAND,40.626901,-74.185763,RAIL LINE
1338,STATEN ISLAND,40.61044,-74.146654,TEXTILES
1339,STATEN ISLAND,40.63394,-74.159175,RAIL LINE
1340,STATEN ISLAND,40.61834179,-74.06952257,LICENSED PRIVATE SCHOOLS
1341,STATEN ISLAND,40.64578192,-74.08775468,NYCHA COMMUNITY CENTER - COMMUNITY CENTER - CORNERSTONE
1342,STATEN ISLAND,40.63857748,-74.07744549,GED-ALTERNATIVE HIGH SCHOOL EQUIVALENCY PREP PROGRAMS
1343,STATEN ISLAND,40.59099428,-74.09687786,EARLY EDUCATION PROGRAM
1344,STATEN ISLAND,40.63521265,-74.1033503,PRE-SCHOOL FOR STUDENTS WITH DISABILITIES
1345,STATEN ISLAND,40.56578083,-74.18361268,DAY CARE
1346,STATEN ISLAND,40.61432427,-74.10902961,DIAGNOSTIC AND TREATMENT CENTER EXTENSION CLINIC
1347,STATEN ISLAND,40.623609,-74.150808,POLICE STATION
1348,STATEN ISLAND,40.593009,-74.068654,TEXTILES
1349,STATEN ISLAND,40.59499149,-74.07903826,CAMP - ALL AGE
1350,STATEN ISLAND,40.57348684,-74.10628563,EARLY EDUCATION PROGRAM
1351,STATEN ISLAND,40.64753112,-74.08128452,TRIANGLE/PLAZA
1352,STATEN ISLAND,40.59243115,-74.1545469,THEATER
1353,STATEN ISLAND,40.62464603,-74.07962311,SUMMER ONLY FEEDING SITE
1354,STATEN ISLAND,40.638922,-74.133479,RAIL LINE
1355,STATEN ISLAND,40.53087137,-74.17777124,SUMMER ONLY FEEDING SITE
1356,STATEN ISLAND,40.579272,-74.174708,WASTEWATER PUMPING STATION
1357,STATEN ISLAND,40.60289272,-74.09194713,"SYEP AND WORK, LEARN & GROW (WLG)"
1358,STATEN ISLAND,40.60254278,-74.09092783,DOE UNIVERSAL PRE-K
1359,STATEN ISLAND,40.63252839,-74.1633425,CORNERSTONE
1360,STATEN ISLAND,40.63706794,-74.1251497,PRE-K CENTER
1361,STATEN ISLAND,40.5948197,-74.12647682,SPECIAL DEMO - CITY COUNCIL-OPWDD
1362,STATEN ISLAND,40.60695967,-74.08864758,PROGRAMS FOR PEOPLE WITH DISABILITIES
1363,STATEN ISLAND,40.64405138,-74.10175503,EARLY EDUCATION PROGRAM
1364,STATEN ISLAND,40.54194842,-74.21390084,COMPASS ELEMENTARY
1365,STATEN ISLAND,40.62871841,-74.08949128,ELEMENTARY SCHOOL - NON-PUBLIC
1366,STATEN ISLAND,40.634481,-74.146866,RAIL LINE
1367,STATEN ISLAND,40.61327341,-74.09232281,COMPOST
1368,STATEN ISLAND,40.64004183,-74.13434211,FOOD PANTRY
1369,STATEN ISLAND,40.63503341,-74.13220478,SUMMER ONLY FEEDING SITE
1370,STATEN ISLAND,40.62656075,-74.07452733,TOW TRUCK COMPANY
1371,STATEN ISLAND,40.615924,-74.07479,INDOOR STORAGE - BULK MATERIAL
1372,STATEN ISLAND,40.62792258,-74.1260965,EARLY EDUCATION PROGRAM
1373,STATEN ISLAND,40.604281,-74.16666,PUMPING STATION
1374,STATEN ISLAND,40.62213371,-74.08961584,CAMP - ALL AGE
1375,STATEN ISLAND,40.634417,-74.077434,GARAGE
1376,STATEN ISLAND,40.621223,-74.06828,OFFICE
1377,STATEN ISLAND,40.63450818,-74.11481717,PUBLIC LIBRARY
1378,STATEN ISLAND,40.57259854,-74.11717719,PROGRAMS FOR PEOPLE WITH DISABILITIES
1379,STATEN ISLAND,40.60289272,-74.09194713,DOE UNIVERSAL PRE-K
1380,STATEN ISLAND,40.64100755,-74.13206967,CONSTRUCTION AND DEMOLITION PROCESSING
1381,STATEN ISLAND,40.63412,-74.08648,TEXTILES
1382,STATEN ISLAND,40.62535406,-74.11364455,DAY CARE
1383,STATEN ISLAND,40.64326724,-74.07756163,ELDER JUSTICE
1384,STATEN ISLAND,40.60559277,-74.17940776,CHARTER SCHOOL
1385,STATEN ISLAND,40.63124853,-74.15963893,DAY CARE
1386,STATEN ISLAND,40.5759065,-74.10077987,NATURE AREA
1387,STATEN ISLAND,40.61313763,-74.11382949,UNDEVELOPED
1388,STATEN ISLAND,40.57478578,-74.09928512,DOE UNIVERSAL PRE-K
1389,STATEN ISLAND,40.62581135,-74.07570214,FOOD PANTRY
1390,STATEN ISLAND,40.627344,-74.09582,CITY COUNCIL AWARDS
1391,STATEN ISLAND,40.639901,-74.0902865,COMPOST
1392,STATEN ISLAND,40.61291852,-74.18646368,SCRAP METAL PROCESSING
1393,STATEN ISLAND,40.61254975,-74.17669692,HOSPITAL EXTENSION CLINIC
1394,STATEN ISLAND,40.63690594,-74.07581077,MEDICAID OFFICE
1395,STATEN ISLAND,40.613734,-74.117159,TEXTILES
1396,STATEN ISLAND,0,0,MUSIC
1397,STATEN ISLAND,40.63121283,-74.08622962,SCHOOL BASED CHILD CARE - PRESCHOOL
1398,STATEN ISLAND,40.57641652,-74.16679637,FAMILY SUPPORT SERVICES-OMH
1399,STATEN ISLAND,40.59510015,-74.13045388,ADULT HOME
1400,STATEN ISLAND,40.59766146,-74.18872498,NATURE AREA
1401,STATEN ISLAND,40.5818681,-74.10876408,SCHOOL BASED CHILD CARE - PRESCHOOL
1402,STATEN ISLAND,40.63372582,-74.07824384,DOE UNIVERSAL PRE-K
1403,STATEN ISLAND,40.63388402,-74.11738844,SUMMER ONLY FEEDING SITE
1404,STATEN ISLAND,40.63575773,-74.13446598,SUMMER ONLY FEEDING SITE
1405,STATEN ISLAND,40.64048032,-74.07624708,COURT BASED PROGRAMS
1406,STATEN ISLAND,40.63047002,-74.09706503,SUMMER ONLY FEEDING SITE
1407,STATEN ISLAND,40.6389436,-74.10766278,MUSIC
1408,STATEN ISLAND,40.53638146,-74.16351375,COMPASS ELEMENTARY
1409,STATEN ISLAND,40.59915458,-74.18275448,NATURAL RESOURCE AREA
1410,STATEN ISLAND,40.64287472,-74.07714713,CHILD ADVOCACY CENTER
1411,STATEN ISLAND,40.63985792,-74.12147273,SCRAP METAL PROCESSING
1412,STATEN ISLAND,40.61261745,-74.07101386,EARLY EDUCATION PROGRAM
1413,STATEN ISLAND,40.63797277,-74.07632542,TRANSITIONAL EMPLOYMENT-OPWDD
1414,STATEN ISLAND,40.63710305,-74.08625964,"MULTI-DISCIPL, PERF & NON-PERF"
1415,STATEN ISLAND,40.63785769,-74.09787913,SUMMER YOUTH EMPLOYMENT PROGRAM (SYEP) (AGES 16-24)
1416,STATEN ISLAND,40.6316021,-74.09361437,PROGRAMS FOR PEOPLE WITH DISABILITIES
1417,STATEN ISLAND,40.630248,-74.200092,PORT OR MARINE TERMINAL
1418,STATEN ISLAND,40.62337827,-74.07868364,FOOD PANTRY
1419,STATEN ISLAND,40.59275921,-74.16237629,EARLY EDUCATION PROGRAM
1420,STATEN ISLAND,40.63121283,-74.08622962,FOOD PANTRY
1421,STATEN ISLAND,40.638369,-74.13881,RAIL LINE
1422,STATEN ISLAND,40.64287472,-74.07714713,FAMILY JUSTICE CENTER
1423,STATEN ISLAND,40.56816501,-74.11623477,SUMMER ONLY FEEDING SITE
1424,STATEN ISLAND,40.58310516,-74.16070928,ELEMENTARY SCHOOL - PUBLIC
1425,STATEN ISLAND,40.61045171,-74.14910382,DAY CARE
1426,STATEN ISLAND,40.54311225,-74.18275006,DOE UNIVERSAL PRE-K
1427,STATEN ISLAND,40.61598091,-74.1356792,STATE HISTORIC PLACE
1428,STATEN ISLAND,40.57084576,-74.13291223,DOE UNIVERSAL PRE-K
1429,STATEN ISLAND,40.50616737,-74.21767908,UNIQUE AREA
1430,STATEN ISLAND,40.53924897,-74.17707975,PRE-SCHOOL FOR STUDENTS WITH DISABILITIES
1431,STATEN ISLAND,40.60797787,-74.16173526,DOE UNIVERSAL PRE-K - CHARTER
1432,STATEN ISLAND,40.55815673,-74.10739923,TIDAL WETLAND
1433,STATEN ISLAND,40.59473204,-74.07781097,NYCHA COMMUNITY CENTER - NYPD
1434,STATEN ISLAND,40.63807848,-74.1671101,PROGRAMS FOR PEOPLE WITH DISABILITIES
1435,STATEN ISLAND,40.59275921,-74.16237629,ADULT LITERACY - ENGLISH FOR SPEAKERS OF OTHER LANGUAGES
1436,STATEN ISLAND,40.61356176,-74.11656775,COMPOST
1437,STATEN ISLAND,40.61371958,-74.06605984,MUSEUM
1438,STATEN ISLAND,40.63472042,-74.07357351,PUBLIC MUSEUMS AND SITES
1439,STATEN ISLAND,40.63857748,-74.07744549,FEEDING SITE
1440,STATEN ISLAND,40.57218621,-74.11798918,EARLY EDUCATION PROGRAM
1441,STATEN ISLAND,40.62747419,-74.07835202,OTHER
1442,STATEN ISLAND,40.52793249,-74.19223175,GED-ALTERNATIVE HIGH SCHOOL EQUIVALENCY PREP PROGRAMS
1443,STATEN ISLAND,40.57715506,-74.10017774,BEACON
1444,STATEN ISLAND,40.61531472,-74.12322005,FEEDING SITE
1445,STATEN ISLAND,40.62360164,-74.11220669,STATE HISTORIC PLACE
1446,STATEN ISLAND,40.59473204,-74.07781097,NYCHA POLICE SERVICE
1447,STATEN ISLAND,40.57641652,-74.16679637,"HOME BASED CRISIS INTERVENTION-OMH, CRISIS INTERVENTION-OMH, ADVOCACY SERVICES-OMH, NON-MEDICAID CARE COORDINATION (OMH)-OMH"
1448,STATEN ISLAND,40.59151817,-74.19006235,DOE UNIVERSAL PRE-K
1449,STATEN ISLAND,40.64048032,-74.07624708,SPECIAL DEMO - CITY COUNCIL-OMH
1450,STATEN ISLAND,40.57556692,-74.08373835,SATELLITE SITE FOR STUDENTS WITH DISABILITIES
1451,STATEN ISLAND,40.64578192,-74.08775468,CORNERSTONE
1452,STATEN ISLAND,40.535159,-74.195761,OUTDOOR PARKING - EMPLOYEES
1453,STATEN ISLAND,40.6295146,-74.07961784,DAY CARE
1454,STATEN ISLAND,40.63663899,-74.11692156,BEACON
1455,STATEN ISLAND,40.61645894,-74.08144813,CITY COUNCIL AWARDS
1456,STATEN ISLAND,40.57193159,-74.11195698,PUBLIC LIBRARY
1457,STATEN ISLAND,40.605841,-74.178826,OFFICE
1458,STATEN ISLAND,40.644052,-74.101757,MUSEUM
1459,STATEN ISLAND,40.6026205,-74.14005741,DAY CARE
1460,STATEN ISLAND,40.60981108,-74.16203596,PRE-SCHOOL FOR STUDENTS WITH DISABILITIES
1461,STATEN ISLAND,40.60281045,-74.12135142,EARLY EDUCATION PROGRAM
1462,STATEN ISLAND,40.55843809,-74.15512442,SUMMER ONLY FEEDING SITE
1463,STATEN ISLAND,40.61178344,-74.07027235,CITY COUNCIL AWARDS
1464,STATEN ISLAND,40.64287472,-74.07714713,FAMILY JUSTICE CENTER
1465,STATEN ISLAND,40.5686971,-74.10757189,ENRICHED HOUSING PROGRAM
1466,STATEN ISLAND,40.620077,-74.090212,ANTENNA
1467,STATEN ISLAND,40.61258951,-74.06930957,COMPOST
1468,STATEN ISLAND,40.63382,-74.159175,RAIL LINE
1469,STATEN ISLAND,40.6307009,-74.0888708,EARLY EDUCATION PROGRAM
1470,STATEN ISLAND,40.636755,-74.085641,TEXTILES
1471,STATEN ISLAND,40.61660889,-74.08071838,SCHOOL'S OUT NEW YORK CITY (SONYC)
1472,STATEN ISLAND,40.62747419,-74.07835202,CITY COUNCIL AWARDS
1473,STATEN ISLAND,40.64240809,-74.07604526,"MAINTENANCE, MANAGEMENT, AND OPERATIONS"
1474,STATEN ISLAND,40.6406961,-74.07601797,CASE MANAGEMENT
1475,STATEN ISLAND,40.52703319,-74.21636705,SUMMER ONLY FEEDING SITE
1476,STATEN ISLAND,40.60248264,-74.1934489,CONSTRUCTION AND DEMOLITION PROCESSING
1477,STATEN ISLAND,40.56516005,-74.111946,PRE-K CENTER
1478,STATEN ISLAND,40.57205201,-74.11319976,SUMMER YOUTH EMPLOYMENT PROGRAM (SYEP)
1479,STATEN ISLAND,40.53846939,-74.24120218,TOW TRUCK COMPANY
1480,STATEN ISLAND,40.569068,-74.10918,TEXTILES
1481,STATEN ISLAND,40.6338638,-74.14766034,SCRAP METAL PROCESSING
1482,STATEN ISLAND,40.60593,-74.086901,TEXTILES
1483,STATEN ISLAND,40.6353863,-74.13488528,SUMMER ONLY FEEDING SITE
1484,STATEN ISLAND,40.636735,-74.142421,RAIL LINE
1485,STATEN ISLAND,40.61482923,-74.06879987,NEIGHBORHOOD PARK
1486,STATEN ISLAND,40.635025,-74.1119,COURTHOUSE
1487,STATEN ISLAND,40.64438375,-74.07768469,PUBLIC MUSEUMS AND SITES
1488,STATEN ISLAND,40.59571086,-74.07635307,EARLY EDUCATION PROGRAM
1489,STATEN ISLAND,40.61261745,-74.07101386,DAY CARE
1490,STATEN ISLAND,40.64405138,-74.10175503,HISTORICAL SOCIETIES
1491,STATEN ISLAND,40.62039291,-74.16454339,SUMMER ONLY FEEDING SITE
1492,STATEN ISLAND,40.51218994,-74.22243431,SUMMER ONLY FEEDING SITE
1493,STATEN ISLAND,40.6342504,-74.12270132,PROGRAMS FOR PEOPLE WITH DISABILITIES
1494,STATEN ISLAND,40.64076593,-74.07726813,COURTHOUSE
1495,STATEN ISLAND,40.62047947,-74.08088476,SECONDARY SCHOOL - PUBLIC
1496,STATEN ISLAND,40.638662,-74.137406,RAIL LINE
1497,STATEN ISLAND,40.53638146,-74.16351375,DOE UNIVERSAL PRE-K
1498,STATEN ISLAND,40.60388892,-74.14860125,DAY CARE
1499,STATEN ISLAND,40.58291616,-74.08595699,HOSPITAL EXTENSION CLINIC
1500,STATEN ISLAND,40.637002,-74.141564,RAIL LINE
1501,STATEN ISLAND,40.58836906,-74.13909685,CITY COUNCIL AWARDS
1502,STATEN ISLAND,40.6424,-74.075958,OFFICE
1503,STATEN ISLAND,40.58630185,-74.08610758,HOSPITAL EXTENSION CLINIC
1504,STATEN ISLAND,40.60530832,-74.08328076,"SELF-HELP-OMH, NON-MEDICAID CARE COORDINATION; (NON-LICENSED PROGRAM)-OMH, ADVOCACY SERVICES-OMH"
1505,STATEN ISLAND,40.59528283,-74.07821604,NYCHA COMMUNITY CENTER
1506,STATEN ISLAND,40.633828,-74.075491,AGENCY OFFICE
1507,STATEN ISLAND,40.64326724,-74.07756163,WORKFORCE1 CAREER CENTER
1508,STATEN ISLAND,40.6406047,-74.07542616,DIAGNOSTIC AND TREATMENT CENTER EXTENSION CLINIC
1509,STATEN ISLAND,40.62495235,-74.17423849,NATURE AREA
1510,STATEN ISLAND,40.640487,-74.076237,AGENCY OFFICE
1511,STATEN ISLAND,40.640974,-74.078176,TEXTILES
1512,STATEN ISLAND,40.50227168,-74.25168395,MUSEUM
1513,STATEN ISLAND,40.5457401,-74.14550491,SCHOOL'S OUT NEW YORK CITY (SONYC)
1514,STATEN ISLAND,40.54311225,-74.18275006,ADULT LITERACY - ENGLISH FOR SPEAKERS OF OTHER LANGUAGES
1515,STATEN ISLAND,40.62747419,-74.07835202,ANTI-GUN VIOLENCE INITIATIVE
1516,STATEN ISLAND,40.6338237,-74.0755032,FOOD PANTRY
1517,STATEN ISLAND,40.639104,-74.170235,TEXTILES
1518,STATEN ISLAND,40.64004183,-74.13434211,CITY COUNCIL AWARDS
1519,STATEN ISLAND,40.57314114,-74.13740622,ELEMENTARY SCHOOL - NON-PUBLIC
1520,STATEN ISLAND,40.62876458,-74.14955304,"MULTI-DISCIPL, PERF & NON-PERF"
1521,STATEN ISLAND,40.62581135,-74.07570214,SOUP KITCHEN
1522,STATEN ISLAND,40.600013,-74.190856,RAIL LINE
1523,STATEN ISLAND,40.59076609,-74.06671943,DAY CARE
1524,STATEN ISLAND,40.58241722,-74.08862211,DOE UNIVERSAL PRE-K
1525,STATEN ISLAND,40.53269116,-74.15757884,CITY COUNCIL AWARDS
1526,STATEN ISLAND,40.64277,-74.077256,OFFICE
1527,STATEN ISLAND,40.598878,-74.080443,BOROUGH OFFICE
1528,STATEN ISLAND,40.60549787,-74.05426516,STATE HISTORIC PLACE
1529,STATEN ISLAND,40.64076593,-74.07726813,COURT BASED PROGRAMS
1530,STATEN ISLAND,40.50833172,-74.22998006,SUMMER ONLY FEEDING SITE
1531,STATEN ISLAND,40.60456899,-74.09217621,FOOD PANTRY
1532,STATEN ISLAND,40.53103962,-74.23229057,PUBLIC LIBRARY
1533,STATEN ISLAND,40.52754315,-74.19295679,GED-ALTERNATIVE HIGH SCHOOL EQUIVALENCY PREP PROGRAMS
1534,STATEN ISLAND,40.63527966,-74.10375435,LONG TERM HOME HEALTH CARE PROGRAM
1535,STATEN ISLAND,40.51793615,-74.23981348,CAMP - ALL AGE
1536,STATEN ISLAND,40.63754705,-74.11708582,EARLY EDUCATION PROGRAM
1537,STATEN ISLAND,40.54023464,-74.17067009,DAY CARE
1538,STATEN ISLAND,40.61518782,-74.08221441,CITY COUNCIL AWARDS
1539,STATEN ISLAND,40.58692225,-74.10124352,CAMP - ALL AGE
1540,STATEN ISLAND,40.57126844,-74.14592332,SPECIAL DEMO - CITY COUNCIL-OASAS
1541,STATEN ISLAND,40.58290659,-74.07853901,FEEDING SITE
1542,STATEN ISLAND,40.543783,-74.232299,TEXTILES
1543,STATEN ISLAND,40.57689,-74.166887,ELECTRONICS
1544,STATEN ISLAND,40.60831179,-74.14477935,DAY CARE
1545,STATEN ISLAND,40.62792258,-74.1260965,SCHOOL BASED CHILD CARE - PRESCHOOL
1546,STATEN ISLAND,40.56346317,-74.0988393,PROGRAMS FOR PEOPLE WITH DISABILITIES
1547,STATEN ISLAND,40.52752715,-74.21437811,FOOD PANTRY
1548,STATEN ISLAND,40.6413779,-74.08640362,COMPOST
1549,STATEN ISLAND,40.54097809,-74.21650085,MUSEUM
1550,STATEN ISLAND,40.64230194,-74.07832927,COMMERCIAL PARKING LOT
1551,STATEN ISLAND,40.64086569,-74.07609593,"VICTIM SERVICES, DOMESTIC VIOLENCE"
1552,STATEN ISLAND,40.59528359,-74.08574984,DIAGNOSTIC AND TREATMENT CENTER
1553,STATEN ISLAND,40.55843809,-74.15512442,DOE UNIVERSAL PRE-K
1554,STATEN ISLAND,40.630007,-74.181517,RAIL LINE
1555,STATEN ISLAND,40.63889128,-74.1032473,MUSIC
1556,STATEN ISLAND,40.5379652,-74.04306802,STATE HISTORIC PLACE
1557,STATEN ISLAND,40.63811069,-74.15374271,NATURE AREA
1558,STATEN ISLAND,40.63228936,-74.13360255,STATE HISTORIC PLACE
1559,STATEN ISLAND,40.60289272,-74.09194713,CITY COUNCIL AWARDS
1560,STATEN ISLAND,40.642615,-74.075159,FERRY TERMINAL
1561,STATEN ISLAND,40.54415402,-74.18399065,STRIP
1562,STATEN ISLAND,40.59213213,-74.13425286,PROGRAMS FOR PEOPLE WITH DISABILITIES
1563,STATEN ISLAND,40.63206385,-74.09601387,OUTPATIENT CLINIC
1564,STATEN ISLAND,40.63015932,-74.14632634,CHARTER SCHOOL
1565,STATEN ISLAND,40.51039165,-74.23040501,DOE UNIVERSAL PRE-K
1566,STATEN ISLAND,40.63389304,-74.09198052,NURSING HOME
1567,STATEN ISLAND,40.63082812,-74.12707839,ADULT LITERACY - ADULT BASIC EDUCATION/HIGH SCHOOL EQUIVALENCY
1568,STATEN ISLAND,40.59351225,-74.14308851,ANTI-GUN VIOLENCE INITIATIVE
1569,STATEN ISLAND,40.52062613,-74.2117156,DOE UNIVERSAL PRE-K
1570,STATEN ISLAND,40.52763038,-74.2167229,DAY CARE
1571,STATEN ISLAND,40.64002335,-74.09503748,NURSING HOME
1572,STATEN ISLAND,40.61432874,-74.15048866,EARLY EDUCATION PROGRAM
1573,STATEN ISLAND,40.56017845,-74.14755566,CITY COUNCIL AWARDS
1574,STATEN ISLAND,40.61432874,-74.15048866,ELEMENTARY SCHOOL - NON-PUBLIC
1575,STATEN ISLAND,40.53198472,-74.19239676,DAY CARE
1576,STATEN ISLAND,40.53307184,-74.20230792,NEIGHBORHOOD PARK
1577,STATEN ISLAND,40.59394723,-74.09496247,TEXTILES
1578,STATEN ISLAND,40.6294013,-74.07689369,SOUP KITCHEN
1579,STATEN ISLAND,40.64048032,-74.07624708,AIM
1580,STATEN ISLAND,40.62960777,-74.11525423,RECREATION FIELD/COURTS
1581,STATEN ISLAND,40.63717403,-74.09076504,NATURE AREA
1582,STATEN ISLAND,40.528303,-74.193522,INDOOR STORAGE - EQUIPMENT
1583,STATEN ISLAND,40.60981496,-74.16348252,HIGH SCHOOL - NON-PUBLIC
1584,STATEN ISLAND,40.61485644,-74.08161894,FOOD PANTRY
1585,STATEN ISLAND,40.61376942,-74.11914833,EARLY EDUCATION PROGRAM
1586,STATEN ISLAND,40.56978827,-74.1184138,NATURE AREA
1587,STATEN ISLAND,40.54589714,-74.22854795,TOW TRUCK COMPANY
1588,STATEN ISLAND,40.63730346,-74.07455571,SUMMER ONLY FEEDING SITE
1589,STATEN ISLAND,40.63552747,-74.1479994,TOW TRUCK COMPANY
1590,STATEN ISLAND,40.55914564,-74.1326385,EARLY EDUCATION PROGRAM
1591,STATEN ISLAND,40.62581567,-74.1769358,TRIANGLE/PLAZA
1592,STATEN ISLAND,40.6130892,-74.08713828,EARLY EDUCATION PROGRAM
1593,STATEN ISLAND,40.62817397,-74.07468318,TOW TRUCK COMPANY
1594,STATEN ISLAND,40.60775144,-74.05862258,NEIGHBORHOOD PARK
1595,STATEN ISLAND,40.64086569,-74.07609593,CITY COUNCIL AWARDS
1596,STATEN ISLAND,40.63464437,-74.11916997,NYCHA COMMUNITY CENTER - STORAGE
1597,STATEN ISLAND,40.60479659,-74.15409903,CUNY - 4 YEAR COLLEGE
1598,STATEN ISLAND,40.62414052,-74.08292659,FEEDING SITE
1599,STATEN ISLAND,40.553737,-74.213481,PUBLIC SAFETY FACILITY
1600,STATEN ISLAND,40.60828806,-74.10203655,YOUTH RECREATIONAL SERVICES/YOUTH ATHLETIC LEAGUES
1601,STATEN ISLAND,40.54691079,-74.23034191,TOW TRUCK COMPANY
1602,STATEN ISLAND,40.61057259,-74.16231102,DOE UNIVERSAL PRE-K
1603,STATEN ISLAND,40.63552747,-74.1479994,TOW TRUCK COMPANY
1604,STATEN ISLAND,40.63527966,-74.10375435,SPECIAL DEMO
1605,STATEN ISLAND,40.59499149,-74.07903826,NYCHA COMMUNITY CENTER - COMMUNITY CENTER - CORNERSTONE
1606,STATEN ISLAND,40.63447139,-74.12044689,EARLY EDUCATION PROGRAM
1607,STATEN ISLAND,40.62846194,-74.08775859,STATE HISTORIC PLACE
1608,STATEN ISLAND,40.54033438,-74.17614732,DIAGNOSTIC AND TREATMENT CENTER EXTENSION CLINIC
1609,STATEN ISLAND,40.58692225,-74.10124352,CORNERSTONE
1610,STATEN ISLAND,40.61057259,-74.16231102,ELEMENTARY SCHOOL - PUBLIC
1611,STATEN ISLAND,40.596634,-74.069972,OUTDOOR PARKING - EMPLOYEES
1612,STATEN ISLAND,40.63527001,-74.11717,SUMMER ONLY FEEDING SITE
1613,STATEN ISLAND,40.55850042,-74.10816286,TIDAL WETLAND
1614,STATEN ISLAND,40.57278432,-74.14740152,STATE HISTORIC PLACE
1615,STATEN ISLAND,40.61104202,-74.08362776,DOE UNIVERSAL PRE-K
1616,STATEN ISLAND,40.582696,-74.069507,WASTEWATER PUMPING STATION
1617,STATEN ISLAND,40.63632968,-74.12812676,TOW TRUCK COMPANY
1618,STATEN ISLAND,40.61376942,-74.11914833,DAY CARE
1619,STATEN ISLAND,40.5818681,-74.10876408,EARLY EDUCATION PROGRAM
1620,STATEN ISLAND,40.62583971,-74.18179838,TIDAL WETLAND
1621,STATEN ISLAND,40.63394248,-74.12687097,TOW TRUCK COMPANY
1622,STATEN ISLAND,40.57081604,-74.09035702,SUMMER ONLY FEEDING SITE
1623,STATEN ISLAND,40.60205948,-74.16288222,EARLY EDUCATION PROGRAM
1624,STATEN ISLAND,40.60981108,-74.16203596,DAY CARE
1625,STATEN ISLAND,40.62047947,-74.08088476,BEACON
1626,STATEN ISLAND,40.63238403,-74.15243793,EARLY EDUCATION PROGRAM
1627,STATEN ISLAND,40.64405138,-74.10175503,VISUAL ARTS
1628,STATEN ISLAND,40.64326724,-74.07756163,SATELLITE SITE FOR STUDENTS WITH DISABILITIES
1629,STATEN ISLAND,40.60300965,-74.14034336,SUMMER ONLY FEEDING SITE
1630,STATEN ISLAND,40.63252839,-74.1633425,SUMMER ONLY FEEDING SITE
1631,STATEN ISLAND,40.60797787,-74.16173526,SCHOOL BASED CHILD CARE - PRESCHOOL
1632,STATEN ISLAND,40.51218994,-74.22243431,CITY COUNCIL AWARDS
1633,STATEN ISLAND,40.638741,-74.127948,MTA PARATRANSIT VEHICLE DEPOT
1634,STATEN ISLAND,40.62719831,-74.07779594,HOSPITAL EXTENSION CLINIC
1635,STATEN ISLAND,40.5948197,-74.12647682,FILM/VIDEO/AUDIO
1636,STATEN ISLAND,40.63291329,-74.16275385,NYCHA COMMUNITY CENTER
1637,STATEN ISLAND,40.58117287,-74.09213223,DAY CARE
1638,STATEN ISLAND,40.63797277,-74.07632542,ADVANCE & EARN
1639,STATEN ISLAND,40.59963059,-74.07079421,ELEMENTARY SCHOOL - NON-PUBLIC
1640,STATEN ISLAND,40.640659,-74.077196,CUSTODIAL
1641,STATEN ISLAND,40.64326724,-74.07756163,COURT BASED PROGRAMS
1642,STATEN ISLAND,40.6100577,-74.14942501,TRIANGLE/PLAZA
1643,STATEN ISLAND,40.63376102,-74.1244004,SUMMER YOUTH EMPLOYMENT PROGRAM (SYEP) (AGES 14-15)
1644,STATEN ISLAND,40.6424541,-74.10321057,STATE HISTORIC PLACE
1645,STATEN ISLAND,40.63115908,-74.1449239,DOE UNIVERSAL PRE-K
1646,STATEN ISLAND,40.63521265,-74.1033503,CLINIC TREATMENT FACILITY-OPWDD
1647,STATEN ISLAND,40.59502798,-74.1098909,ELEMENTARY SCHOOL - NON-PUBLIC
1648,STATEN ISLAND,40.63111202,-74.07717242,SYEP MAP TO $UCCESS
1649,STATEN ISLAND,40.57607359,-74.11791905,ELEMENTARY SCHOOL - NON-PUBLIC
1650,STATEN ISLAND,40.64004183,-74.13434211,FOOD PANTRY
1651,STATEN ISLAND,40.618493,-74.123176,TEXTILES
1652,STATEN ISLAND,40.63458326,-74.09779867,SCHOOL'S OUT NEW YORK CITY (SONYC)
